11180	17334	19
11180	17301	13
22365	22041	7
18956	17851	16
8938	22169	5
8938	22029	8
18540	18028	12
8938	22540	9
4874	4537	14
8333	27337	25
26426	18171	8
18122	18123	6
8809	8846	19
8653	8655	5
8653	8633	7
18122	18697	6
9162	9023	5
18171	42862	5
8809	8518	10
9162	9109	8
9162	9113	5
9162	9046	15
9162	9047	7
9113	17507	5
17604	8809	5
9113	18956	5
8772	9113	5
20730	18689	5
33550	13058	7
18689	18688	9
8433	8749	5
23455	17334	6
8433	8533	5
25322	17922	9
57201	37542	5
18171	32321	7
27350	27379	6
9117	8919	15
26683	21070	5
9023	4537	11
9117	8938	5
8938	26732	6
23455	8938	8
20730	18028	5
11319	17834	5
18171	31656	5
18167	26327	5
18028	18656	13
18028	18689	50
18028	18688	9
18171	31897	5
33303	33304	9
18171	31842	8
18171	31843	7
8655	8653	5
21557	4406	13
39074	18379	5
30662	96244	5
18689	18028	50
9028	4537	11
8916	8513	25
21985	8938	15
18028	18540	12
22169	24767	5
24767	22169	5
39132	79689	6
23455	18576	9
14470	9199	5
9248	8433	15
20380	63500	8
59772	37754	6
8433	9248	15
34558	34669	7
34514	17301	14
8433	9160	5
8938	25509	8
8938	24767	5
17334	23455	6
17923	43429	6
18167	25322	5
18920	8433	6
31842	18171	8
27350	26327	5
24767	8938	5
34558	35307	9
8865	18123	5
18086	9199	6
21941	15609	15
8865	18697	5
39074	81350	7
58102	18920	5
8983	13367	5
13058	8865	7
18657	18656	6
19344	17833	5
28431	76400	6
22029	8938	8
18956	9113	5
32150	8653	5
8916	25154	12
31938	30662	9
4874	9113	5
8865	8697	17
9126	8998	9
18687	26683	7
30875	37542	6
21693	35770	8
17301	34514	14
9126	8518	7
18384	8749	5
33430	79529	5
11167	18924	5
8533	8433	5
21693	8809	7
21355	18167	5
17665	8488	5
26327	18171	6
26327	18167	5
18167	28433	7
18167	28431	17
17922	18003	7
18360	18894	6
21973	17834	6
79689	21355	5
17301	21749	7
18033	15609	5
25154	8916	12
27668	29400	9
18031	9182	5
25154	8513	12
11319	18123	5
17334	39831	6
8809	17604	5
31656	18171	5
4874	8433	5
9166	19796	5
17301	35665	6
39215	30662	5
28433	18167	7
31657	31656	6
8846	8809	19
17334	11180	19
30662	31938	9
8809	17507	9
42862	18171	5
33152	37542	6
26328	33303	5
22183	18923	6
21347	24351	7
18171	32577	7
18171	32578	6
8316	8315	39
27013	26759	8
26759	27013	8
8809	18028	6
27379	38007	5
18689	19047	7
18028	19047	7
19030	18167	16
4537	4874	14
25322	18167	5
25322	18171	5
18167	27013	5
8316	8809	6
8749	18384	5
18697	8865	5
8838	21557	11
26325	26327	14
26327	31690	10
18688	18689	9
22169	8938	5
21941	18033	6
9197	18166	8
9197	18167	6
50426	9162	13
11320	18122	6
29400	27668	9
21749	17301	7
31842	32578	5
18509	8749	5
15609	18033	5
17834	4537	6
35665	17301	6
31843	38147	6
19821	30660	5
8749	18509	5
21557	8838	11
9023	9162	5
9182	19254	6
18656	18657	6
18656	18028	13
64502	31843	5
9197	9182	12
4406	9113	5
9197	9166	5
9166	9197	5
9166	9182	23
18167	9197	6
71939	30875	11
9126	9127	8
9126	9144	5
9126	9182	22
9126	9199	7
17337	34574	9
71537	14470	5
21985	20636	9
14470	71537	5
9047	9046	5
26162	39074	6
31656	31657	6
9047	9162	7
8413	15609	10
19254	9182	6
17851	18956	16
24241	21070	5
21557	37754	8
4406	21557	13
79689	39132	6
25322	31938	6
9182	18894	6
64063	34558	5
18123	11319	5
47980	18923	6
71939	58066	6
39583	31656	7
34558	64063	5
18379	18380	19
18688	18028	9
4406	8809	5
19821	18380	5
8553	27337	23
9166	8809	6
4406	8433	5
9166	8745	7
8633	8653	7
9182	18031	5
34558	39766	6
25322	31257	24
37754	59772	6
8938	18923	6
8939	8938	31
8939	8983	14
18028	21081	9
4537	9023	11
4537	9028	11
8433	27034	6
9128	9127	6
26427	26426	12
25575	31656	7
4537	9160	13
4537	9164	10
4537	9162	18
4537	9113	9
9113	4874	5
21070	24241	5
9113	4537	9
9113	4406	5
32321	18171	7
31257	25322	24
19796	9166	5
8998	8389	9
27379	27350	6
9182	8518	12
27013	18167	5
18380	18379	19
81350	39074	7
8389	8513	13
18028	21347	5
18689	21347	7
9182	8389	8
21858	9126	6
9182	8998	9
8938	18576	9
9199	11233	8
9182	8745	13
9182	8809	16
37542	57201	5
35770	21693	8
81350	26162	5
8389	8998	9
17963	9047	6
18923	47980	6
21081	24303	8
23411	18923	15
8745	20378	5
26473	18171	6
17301	11180	13
37542	18380	12
4537	8518	6
4874	15609	9
4537	8809	6
18894	18360	6
9160	4537	13
8653	32150	5
4537	8983	6
38147	31843	6
9142	9113	11
8983	4537	6
8518	4537	6
8697	8865	17
8488	17834	5
31843	64502	5
8488	17665	5
21355	32462	7
18380	19821	5
18028	20730	5
8389	9182	8
17923	21557	5
21355	32699	6
18689	20730	5
8360	8553	5
17834	18122	5
17834	18123	15
8360	8333	7
21347	18689	7
17834	8488	5
30660	19821	5
18687	8846	17
18028	8809	6
8315	8809	5
9109	9162	8
8983	20209	7
15609	4537	8
18923	22337	6
37542	19821	7
9144	9126	5
8846	18687	17
18923	22183	6
34669	34558	7
21347	18028	5
9199	9126	7
21070	26683	5
31656	34343	5
20636	21985	9
11654	9162	5
18920	27034	9
30876	30875	5
58066	30875	16
28431	18167	17
24411	18028	5
20380	18167	11
11167	21941	5
39831	17334	6
18171	26327	6
9199	52754	11
15609	4874	9
18576	23455	9
18171	26427	16
18171	26426	8
18171	26473	6
19030	20346	9
9182	20149	6
29400	18171	11
17334	17337	13
9182	20378	18
9113	8333	22
27350	31690	5
17507	9113	5
18167	19030	16
27034	18920	9
8745	9166	7
8745	9182	13
33430	30875	14
18924	11167	5
18171	25322	5
9162	50426	13
8460	8518	16
33546	13058	6
17334	42961	5
8460	8653	8
17834	9076	6
9113	8809	11
9113	8838	5
18122	11320	6
9113	8772	5
9162	11654	5
32699	32462	5
27668	71947	6
9113	8553	17
9182	9113	16
9182	9166	23
9182	9197	12
9182	9126	22
8846	31114	9
37542	30875	6
4537	15609	8
27034	8433	6
8809	21693	7
58066	31637	9
8998	9182	9
8998	9126	9
26379	8749	5
8315	8316	39
32462	32699	5
71947	27668	6
30875	81161	6
33303	26328	5
17507	8809	9
79529	33430	5
